"matricula","unidade","nome","estado","linha"
"PET4608","12022.0","MobiBrasil","5.0","68.0"
"PET4618","12021.0","MobiBrasil","5.0","68.0"
"PET4778","12025.0","MobiBrasil","5.0","68.0"
"PET4818","12024.0","MobiBrasil","5.0","56.0"
"PET4888","12027.0","MobiBrasil","5.0","64.0"
"PEU0162","81720.0","Conorte","5.0","363.0"
"PEU2366","50210.0","Globo","5.0","81.0"
"PEU2396","50220.0","Globo","5.0","83.0"
"PEV1350","81730.0","Conorte","5.0","107.0"
"PEV1370","81731.0","Conorte","5.0","100.0"
"PEV1390","81734.0","Conorte","5.0","100.0"
"PEV1400","81735.0","Conorte","5.0","107.0"
"PEV1410","81737.0","Conorte","5.0","188.0"
"PEV1440","81741.0","Conorte","5.0","543.0"
"PEV1490","81746.0","Conorte","5.0","162.0"
"PEV1510","81749.0","Conorte","5.0","128.0"
"PEV2661","81742.0","Conorte","5.0","543.0"
"PEV3824","12151.0","MobiBrasil","5.0","35.0"
"PEV3884","12153.0","MobiBrasil","5.0","33.0"
"PEV3934","12110.0","MobiBrasil","5.0","65.0"
"PEV3994","12102.0","MobiBrasil","5.0","39.0"
"PEV4004","12105.0","MobiBrasil","5.0","16.0"
"PEW0162","81721.0","Conorte","5.0","363.0"
"PEX0162","81722.0","Conorte","5.0","114.0"
"PEY0162","81723.0","Conorte","5.0","364.0"
"PEY8171","12253.0","MobiBrasil","5.0","58.0"
"PEY8241","12229.0","MobiBrasil","5.0","56.0"
"PEZ0162","81724.0","Conorte","5.0","363.0"
"PFA0162","81725.0","Conorte","5.0","363.0"
"PFA0255","81754.0","Conorte","5.0","546.0"
"PFA0315","81760.0","Conorte","5.0","128.0"
"PFA0335","81777.0","Conorte","5.0","188.0"
"PFA0345","81763.0","Conorte","5.0","105.0"
"PFA0385","81769.0","Conorte","5.0","128.0"
"PFA0415","81770.0","Conorte","5.0","125.0"
"PFA0445","81776.0","Conorte","5.0","188.0"
"PFA0465","81778.0","Conorte","5.0","129.0"
"PFA0515","81779.0","Conorte","5.0","129.0"
"PFA0673","81931.0","Conorte","5.0","24.0"
"PFA0683","81951.0","Conorte","5.0","121.0"
"PFA0823","81911.0","Conorte","5.0","372.0"
"PFA0933","81901.0","Conorte","5.0","372.0"
"PFA1283","81941.0","Conorte","5.0","121.0"
"PFB8575","81224.0","Conorte","5.0","127.0"
"PFC0162","81726.0","Conorte","5.0","363.0"
"PFC1554","50422.0","Globo","5.0","93.0"
"PFC1574","50202.0","Globo","5.0","74.0"
"PFC1594","50292.0","Globo","5.0","74.0"
"PFC1624","50402.0","Globo","5.0","93.0"
"PFC1634","50412.0","Globo","5.0","93.0"
"PFC8857","81981.0","Conorte","5.0","363.0"
"PFD0162","81727.0","Conorte","5.0","363.0"
"PFD1997","81873.0","Conorte","5.0","121.0"
"PFD2057","81883.0","Conorte","5.0","128.0"
"PFD2187","81863.0","Conorte","5.0","121.0"
"PFD7804","12134.0","MobiBrasil","5.0","41.0"
"PFE8914","12161.0","MobiBrasil","5.0","59.0"
"PFE8924","12165.0","MobiBrasil","5.0","58.0"
"PFE8934","12164.0","MobiBrasil","5.0","59.0"
"PFE8944","12163.0","MobiBrasil","5.0","58.0"
"PFE8954","12162.0","MobiBrasil","5.0","58.0"
"PFF0572","81728.0","Conorte","5.0","547.0"
"PFG2337","81853.0","Conorte","5.0","121.0"
"PFH0572","81729.0","Conorte","5.0","364.0"
"PFH4904","12112.0","MobiBrasil","5.0","2.0"
"PFH4954","12113.0","MobiBrasil","5.0","42.0"
"PFH4974","12114.0","MobiBrasil","5.0","34.0"
"PFH5004","12115.0","MobiBrasil","5.0","62.0"
"PFH5014","12118.0","MobiBrasil","5.0","4.0"
"PFH5074","12116.0","MobiBrasil","5.0","30.0"
"PFH5084","12117.0","MobiBrasil","5.0","30.0"
"PFJ1792","50240.0","Globo","5.0","74.0"
"PFJ2211","81712.0","Conorte","5.0","103.0"
"PFJ2271","81704.0","Conorte","5.0","129.0"
"PFJ2421","81711.0","Conorte","5.0","103.0"
"PFJ2481","81713.0","Conorte","5.0","129.0"
"PFJ2511","81710.0","Conorte","5.0","129.0"
"PFJ2601","81707.0","Conorte","5.0","129.0"
"PFJ2661","81709.0","Conorte","5.0","129.0"
"PFJ2671","81700.0","Conorte","5.0","103.0"
"PFJ2701","81706.0","Conorte","5.0","129.0"
"PFJ2731","81708.0","Conorte","5.0","129.0"
"PFJ7171","81705.0","Conorte","5.0","129.0"
"PFK8512","12202.0","MobiBrasil","5.0","59.0"
"PFK8622","12212.0","MobiBrasil","5.0","349.0"
"PFK8652","12210.0","MobiBrasil","5.0","66.0"
"PFK8682","12209.0","MobiBrasil","5.0","61.0"
"PFK8722","12206.0","MobiBrasil","5.0","66.0"
"PFK8772","12231.0","MobiBrasil","5.0","41.0"
"PFK8782","12207.0","MobiBrasil","5.0","59.0"
"PFK8932","12203.0","MobiBrasil","5.0","349.0"
"PFK9032","12205.0","MobiBrasil","5.0","66.0"
"PFK9142","12204.0","MobiBrasil","5.0","66.0"
"PFN2001","81703.0","Conorte","5.0","129.0"
"PFN2041","81701.0","Conorte","5.0","103.0"
"PFO6529","50200.0","Globo","5.0","96.0"
"PFO6649","50190.0","Globo","5.0","72.0"
"PFO6749","50130.0","Globo","5.0","89.0"
"PFO6839","50140.0","Globo","5.0","77.0"
"PFO6929","50170.0","Globo","5.0","93.0"
"PFO7059","50180.0","Globo","5.0","95.0"
"PFO7119","50160.0","Globo","5.0","86.0"
"PFP7694","50392.0","Globo","5.0","93.0"
"PFP7894","50282.0","Globo","5.0","74.0"
"PFR1660","81781.0","Conorte","5.0","129.0"
"PFV6943","81782.0","Conorte","5.0","103.0"
"PFZ3846","50452.0","Globo","5.0","91.0"
"PFZ3906","50263.0","Globo","5.0","91.0"
"PGK9945","81842.0","Conorte","5.0","49.0"
"PGY6850","81130.0","Conorte","5.0","71.0"
"PGY7950","81137.0","Conorte","5.0","71.0"
"PGY7970","81135.0","Conorte","5.0","73.0"
"PGY8010","81128.0","Conorte","5.0","71.0"
"PGY8040","81133.0","Conorte","5.0","71.0"
"RQJ7298","50162.0","Globo","5.0","94.0"
