route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
465,13,116,116: CIRCULAR (PRÍNCIPE) ,,3,,,
466,13,324,324: JARDIM SÃO PAULO (PIRACICABA) ,,3,,,
467,13,107,107: CIRCULAR (CABUGÁ / PREFEITURA),,3,,,
468,13,117,117: CIRCULAR (PREFEITURA / CABUGÁ) ,,3,,,
469,8,021,021: TI JOANA BEZERRA / SHOPPING RIOMAR,,3,,,
470,8,370,370: TI TIP  / TI AEROPORTO,,3,,,
471,8,039,039: SETÚBAL (PRÍNCIPE),,3,,,
472,8,024,024: TI TANCREDO NEVES (CIRCULAR BOA VIAGEM),,3,,,
473,8,061,061: PIEDADE,,3,,,
474,8,026,026: TI AEROPORTO  /  TI JOANA BEZERRA,,3,,,
475,8,010,010: PIEDADE / SHOPPING CENTER,,3,,,
476,8,013,013: JARDIM BEIRA RIO (PINA),,3,,,
477,8,031,031: SHOPPING CENTER (TER. RES. BOA VIAGEM),,3,,,
478,8,036,036: AEROPORTO (BACURAU),,3,,,
479,8,062,062: JARDIM PIEDADE,,3,,,
480,8,038,038: RESIDENCIAL BOA VIAGEM (BACURAU),,3,,,
481,8,360,360: TOTÓ / BOA VIAGEM,,3,,,
483,8,333,333: TOTÓ (BACURAU),,3,,,
484,8,440,440: CDU / CAXANGÁ / BOA VIAGEM,,3,,,
485,8,063,063: JARDIM PIEDADE (BACURAU),,3,,,
486,8,362,362: CURADO IV (BACURAU),,3,,,
487,8,361,361: CURADO IV - R.14  / TI TIP,,3,,,
488,8,352,352: CURADO II (BACURAU),,3,,,
489,8,351,351: CURADO II  /TI TIP,,3,,,
490,8,050,050: PE-15 / BOA VIAGEM,,3,,,
491,8,348,348:   TI TIP / CURADO V ,,3,,,
492,8,347,347: TI TIP  (DERBY) ,,3,,,
493,8,049,049: TI TIP  /  MORENO (BR-232),,3,,,
494,8,346,346: TI TIP (CONDE BOA VISTA),,3,,,
495,8,072,072: CANDEIAS (OPCIONAL),,3,,,
496,8,048,048: TI TIP / ARENA,,3,,,
497,8,341,341: CURADO I,,3,,,
498,8, 201,201: MORENO / JABOATÃO,,3,,,
499,8,332,332: TOTÓ (ABDIAS DE CARVALHO),,3,,,
500,8,363,363: CURADO IV (Av.01) / TI TIP,,3,,,
501,8,073,073: CANDEIAS (BACURAU),,3,,,
502,8,208,208: NOSSA SRA. DA CONCEIÇÃO / JABOATÃO,,3,,,
503,8,331,331: TOTÓ (JARDIM PLANALTO),,3,,,
504,8,290,290: BONANÇA / JABOATÃO,,3,,,
505,8,023,023: TI AEROPORTO / TI TANCREDO NEVES,,3,,,
506,8,219,219: TI JABOATÃO (SANCHO) /  TI TIP,,3,,,
507,8,018,018: BRASILIA TEIMOSA,,3,,,
508,13,261,261: TI JABOATÃO / VILA PIEDADE,,3,,,
509,8,080,080: JOANA BEZERRA / BOA VIAGEM,,3,,,
510,8,8574,258: Moreno(Bacurau),,3,,,
511,8,4421,258: Moreno(Bacurau),,3,,,
512,8,258,258: MORENO (BACURAU),,3,,,
513,8,5136,161: TI Aeroporto/TI Prazeres,,3,,,
514,8,269,TI Aeroporto/TI Prazeres,,3,,,
515,8,9553,161: TI Aeroporto/TI Prazeres,,3,,,
516,8,6198,161: TI Aeroporto / TI Prazeres,,3,,,
517,8,8075,161,,3,,,
518,8,8989,161: TI Aeroporto/TI Prazeres,,3,,,
519,8,161,161: TI AEROPORTO / TI PRAZERES,,3,,,
520,8,1423,Massangana (Boa Vista),,3,,,
521,8,3890,aaa,,3,,,
522,8,8698,44,,3,,,
523,8,6008,aasdeer,,3,,,
524,8,4147,massangana,,3,,,
525,8,044,044:MASSANGANA (BOA VISTA),,3,,,
526,8,043,043: AEROPORTO / TACARUNA (DERBY),,3,,,
527,8,1398,064: Piedade (Opicional) ,,3,,,
528,8,064,064: PIEDADE (OPCIONAL),,3,,,
529,8,069,069: CONJ. CATAMARÃ,,3,,,
530,8,014,014: BRASÍLIA (Conde da Boa Vista),,3,,,
531,8,5036,042: Aeroporto (Opcional),,3,,,
532,8,6173,Aeroporto (Opcional),,3,,,
533,8,7336,Aeroporto (Opcional),,3,,,
534,8,042,042: AEROPORTO (OPCIONAL),,3,,,
535,8,910,910: PIEDADE / RIO DOCE ,,3,,,
536,8,011,011: PIEDADE / DERBY,,3,,,
537,8,053,053: SHOPPING RIO MAR (OPCIONAL),,3,,,
538,8,033,033: AEROPORTO,,3,,,
539,10,198,198: IPOJUCA / TI CABO ,,3,,,
540,6,1958,1958: COSTA AZUL / TI PELÓPIDAS,,3,,,
541,17,437,(EXTINTA) 437: TI Caxangá (centro),,3,,,
542,17,2417,2417: NOVA MORADA / TI CAXANGÁ,,3,,,
543,6,1931,1931: JARDIM PAULISTA BAIXO / TI PELÓPIDAS,,3,,,
544,6,1940,1940: TI PE-15 (CIRCULAR),,3,,,
545,6,1932,1932: JARDIM PAULISTA ALTO / TI PELÓPIDAS,,3,,,
546,6,1934,1934: ARTHUR LUNDGREN I / TI PELÓPIDAS,,3,,,
547,6,1935,1935: PARATIBE / TI PELÓPIDAS,,3,,,
548,6,1941,1941: ARTHUR LUNDGREN II / TI PELÓPIDAS,,3,,,
549,9,519,519: DOIS IRMÃOS (OPCIONAL),,3,,,
550,2,2438,2438: TI CAXANGÁ (CENTRO),,3,,,
551,15,901,901: TI ABREU E LIMA / TI MACAXEIRA,,3,,,
552,2,2441,2441: AV. CAXANGÁ (BR-101) / CENTRO - (BRT),,3,,,
553,2,2413,2413: AV. DO FORTE / EBRT GETÚLIO VARGAS,,3,,,
554,2,2415,2415: SÍTIO DAS PALMEIRAS /  EBRT GETÚLIO VARGAS,,3,,,
555,2,2423,2423: ENGENHO DO MEIO /  EBRT CAIARA ,,3,,,
556,2,2433,2433: BRASILIT / EBRT BR-101,,3,,,
557,2,2439,2439: AV. CAXANGÁ (BR-101) / CENTRO,,3,,,
558,2,2416,2416: RODA DE FOGO / EBRT PQE. DO CORDEIRO,,3,,,
559,2,2421,2421: TORRÕES / EBRT PQE. DO CORDEIRO,,3,,,
560,2,2422,2422: MONSENHOR FABRÍCIO / EBRT CAIARA,,3,,,
561,2,2425,2425: BARBALHO (DETRAN) / EBRT BR-101,,3,,,
562,2,2443,2443: AV. CAXANGÁ (BR-101) / DERBY,,3,,,
563,7, 411,411: PLAZA SHOPPING (DANTAS BARRETO),,3,,,
564,13,262,262: TI JABOATÃO/MALVINAS,,3,,,
565,13,169,169: TI CAVALEIRO/ALTO DOIS CARNEIROS,,3,,,
566,13,259,259: TI CAVALEIRO/RETIRO,,3,,,
567,18,567,0202 - Linha Teste Etra,,3,,,
568,2,047,047 - COSME E DAMIÃO / ARENA,,3,,,
569,2,2916,2916: OURO PRETO/JOANA BEZERRA,,3,,,
570,2,2930,2930: RIO DOCE/DOIS IRMÃOS,,3,,,
571,19,001,001: PONTE DOS CARVALHOS/PRAZERES (BARRA DE JANGADA),,3,,,
572,19,418,418: TIUMA / CAMARAGIBE,,3,,,
